@RELATION EQ

@ATTRIBUTE CountDeclMethodPrivate NUMERIC
@ATTRIBUTE AvgLineCode NUMERIC
@ATTRIBUTE CountLine NUMERIC
@ATTRIBUTE MaxCyclomatic NUMERIC
@ATTRIBUTE CountDeclMethodDefault NUMERIC
@ATTRIBUTE AvgEssential NUMERIC
@ATTRIBUTE CountDeclClassVariable NUMERIC
@ATTRIBUTE SumCyclomaticStrict NUMERIC
@ATTRIBUTE AvgCyclomatic NUMERIC
@ATTRIBUTE AvgLine NUMERIC
@ATTRIBUTE CountDeclClassMethod NUMERIC
@ATTRIBUTE AvgLineComment NUMERIC
@ATTRIBUTE AvgCyclomaticModified NUMERIC
@ATTRIBUTE CountDeclFunction NUMERIC
@ATTRIBUTE CountLineComment NUMERIC
@ATTRIBUTE CountDeclClass NUMERIC
@ATTRIBUTE CountDeclMethod NUMERIC
@ATTRIBUTE SumCyclomaticModified NUMERIC
@ATTRIBUTE CountLineCodeDecl NUMERIC
@ATTRIBUTE CountDeclMethodProtected NUMERIC
@ATTRIBUTE CountDeclInstanceVariable NUMERIC
@ATTRIBUTE MaxCyclomaticStrict NUMERIC
@ATTRIBUTE CountDeclMethodPublic NUMERIC
@ATTRIBUTE CountLineCodeExe NUMERIC
@ATTRIBUTE SumCyclomatic NUMERIC
@ATTRIBUTE SumEssential NUMERIC
@ATTRIBUTE CountStmtDecl NUMERIC
@ATTRIBUTE CountLineCode NUMERIC
@ATTRIBUTE CountStmtExe NUMERIC
@ATTRIBUTE RatioCommentToCode NUMERIC
@ATTRIBUTE CountLineBlank NUMERIC
@ATTRIBUTE CountStmt NUMERIC
@ATTRIBUTE MaxCyclomaticModified NUMERIC
@ATTRIBUTE CountSemicolon NUMERIC
@ATTRIBUTE AvgLineBlank NUMERIC
@ATTRIBUTE CountDeclInstanceMethod NUMERIC
@ATTRIBUTE AvgCyclomaticStrict NUMERIC
@ATTRIBUTE PercentLackOfCohesion NUMERIC
@ATTRIBUTE MaxInheritanceTree NUMERIC
@ATTRIBUTE CountClassDerived NUMERIC
@ATTRIBUTE CountClassCoupled NUMERIC
@ATTRIBUTE CountClassBase NUMERIC
@ATTRIBUTE CountInput_Max NUMERIC
@ATTRIBUTE CountInput_Mean NUMERIC
@ATTRIBUTE CountInput_Min NUMERIC
@ATTRIBUTE CountOutput_Max NUMERIC
@ATTRIBUTE CountOutput_Mean NUMERIC
@ATTRIBUTE CountOutput_Min NUMERIC
@ATTRIBUTE CountPath_Max NUMERIC
@ATTRIBUTE CountPath_Mean NUMERIC
@ATTRIBUTE CountPath_Min NUMERIC
@ATTRIBUTE MaxNesting_Max NUMERIC
@ATTRIBUTE MaxNesting_Mean NUMERIC
@ATTRIBUTE MaxNesting_Min NUMERIC
@ATTRIBUTE COMM NUMERIC
@ATTRIBUTE ADEV NUMERIC
@ATTRIBUTE DDEV NUMERIC
@ATTRIBUTE Added_lines NUMERIC
@ATTRIBUTE Del_lines NUMERIC
@ATTRIBUTE OWN_LINE NUMERIC
@ATTRIBUTE OWN_COMMIT NUMERIC
@ATTRIBUTE MINOR_COMMIT NUMERIC
@ATTRIBUTE MINOR_LINE NUMERIC
@ATTRIBUTE MAJOR_COMMIT NUMERIC
@ATTRIBUTE MAJOR_LINE NUMERIC
@ATTRIBUTE contains_bug {FALSE,TRUE}
@ATTRIBUTE author_date_unix_timestamp NUMERIC
@ATTRIBUTE project_no NUMERIC
@ATTRIBUTE commit_type NUMERIC

@DATA
0.0,6.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,8.0,17.0,6.0,1.59,8.0,14.0,1.0,11.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215372680.0,0.0,0.0
0.0,6.0,41.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,26.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,6.0,11.0,3.0,2.36,4.0,9.0,1.0,7.0,1.0,1.0,1.0,0.0,4.0,24.0,1.0,1.0,25.0,25.0,25.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,12.0,14.0,0.707317,1.0,0.0,2.0,1.0,0.0,FALSE,1215374526.0,0.0,0.0
0.0,5.0,51.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,9.0,16.0,4.0,1.69,8.0,13.0,1.0,10.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215636618.0,0.0,0.0
0.0,13.0,62.0,2.0,0.0,1.0,1.0,3.0,2.0,14.0,0.0,0.0,2.0,2.0,24.0,1.0,2.0,3.0,9.0,1.0,0.0,2.0,1.0,21.0,3.0,2.0,10.0,32.0,18.0,0.75,6.0,28.0,2.0,24.0,0.0,2.0,2.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,15.0,8.5,2.0,2.0,1.5,1.0,1.0,0.75,0.0,3.0,3.0,1.0,10.0,21.0,0.983871,1.0,0.0,1.0,1.0,1.0,FALSE,1215709283.0,0.0,0.0
0.0,7.0,54.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,11.0,2.0,2.0,8.0,19.0,8.0,1.42,8.0,16.0,1.0,13.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215714018.0,0.0,0.0
0.0,5.0,51.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,8.0,16.0,5.0,1.69,8.0,13.0,1.0,10.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,3.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215723204.0,0.0,0.0
0.0,5.0,51.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,9.0,16.0,4.0,1.69,8.0,13.0,1.0,10.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215724271.0,0.0,0.0
0.0,11.0,59.0,2.0,0.0,1.0,1.0,3.0,2.0,12.0,0.0,0.0,2.0,2.0,24.0,1.0,2.0,3.0,10.0,1.0,0.0,2.0,1.0,17.0,3.0,2.0,11.0,29.0,14.0,0.83,6.0,25.0,2.0,21.0,0.0,2.0,2.0,100.0,5.0,0.0,2.0,1.0,2.0,1.0,0.0,11.0,7.0,3.0,2.0,1.5,1.0,1.0,0.75,0.0,3.0,3.0,1.0,11.0,21.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215724276.0,0.0,0.0
0.0,7.0,55.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,12.0,2.0,2.0,8.0,20.0,9.0,1.35,8.0,17.0,1.0,14.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,8.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215730831.0,0.0,0.0
0.0,6.0,53.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,9.0,18.0,6.0,1.5,8.0,15.0,1.0,12.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1215973819.0,0.0,0.0
0.0,16.0,68.0,2.0,0.0,1.0,1.0,3.0,2.0,16.0,0.0,0.0,2.0,2.0,24.0,1.0,2.0,3.0,10.0,1.0,0.0,2.0,1.0,26.0,3.0,2.0,11.0,38.0,23.0,0.63,6.0,34.0,2.0,30.0,0.0,2.0,2.0,100.0,5.0,0.0,2.0,1.0,2.0,1.0,0.0,22.0,12.5,3.0,2.0,1.5,1.0,1.0,0.75,0.0,3.0,3.0,1.0,12.0,22.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1216024601.0,0.0,0.0
0.0,5.0,50.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,8.0,15.0,4.0,1.8,8.0,12.0,1.0,9.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1216113261.0,0.0,0.0
0.0,8.0,52.0,2.0,0.0,1.0,1.0,3.0,2.0,8.0,0.0,0.0,2.0,2.0,24.0,1.0,2.0,3.0,10.0,1.0,0.0,2.0,1.0,10.0,3.0,2.0,11.0,22.0,7.0,1.09,6.0,18.0,2.0,14.0,0.0,2.0,2.0,100.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,2.0,1.5,1.0,1.0,0.75,0.0,3.0,3.0,1.0,11.0,21.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1216332558.0,0.0,0.0
0.0,5.0,50.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,8.0,15.0,4.0,1.8,8.0,12.0,1.0,9.0,0.0,2.0,1.0,100.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1216336323.0,0.0,0.0
0.0,10.0,56.0,2.0,0.0,1.0,1.0,3.0,2.0,10.0,0.0,0.0,2.0,2.0,24.0,1.0,2.0,3.0,10.0,1.0,0.0,2.0,1.0,14.0,3.0,2.0,11.0,26.0,11.0,0.92,6.0,22.0,2.0,18.0,0.0,2.0,2.0,100.0,5.0,0.0,2.0,1.0,2.0,1.0,0.0,9.0,6.0,3.0,2.0,1.5,1.0,1.0,0.75,0.0,3.0,3.0,1.0,12.0,22.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1216363185.0,0.0,0.0
0.0,5.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,9.0,17.0,5.0,1.59,8.0,14.0,1.0,11.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1216390263.0,0.0,0.0
0.0,5.0,50.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,8.0,15.0,4.0,1.8,8.0,12.0,1.0,9.0,0.0,2.0,1.0,100.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217164807.0,0.0,0.0
0.0,4.0,49.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,6.0,2.0,2.0,8.0,14.0,3.0,1.93,8.0,11.0,1.0,8.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217341767.0,0.0,0.0
0.0,5.0,50.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,8.0,15.0,4.0,1.8,8.0,12.0,1.0,9.0,0.0,2.0,1.0,100.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217343483.0,0.0,0.0
0.0,5.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,9.0,17.0,5.0,1.59,8.0,14.0,1.0,11.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,3.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217343485.0,0.0,0.0
0.0,7.0,56.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,12.0,2.0,2.0,9.0,21.0,9.0,1.29,8.0,18.0,1.0,15.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,10.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217457431.0,0.0,0.0
0.0,5.0,51.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,9.0,16.0,4.0,1.69,8.0,13.0,1.0,10.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217606747.0,0.0,0.0
0.0,6.0,53.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,9.0,18.0,6.0,1.5,8.0,15.0,1.0,12.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217607074.0,0.0,0.0
0.0,4.0,49.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,6.0,2.0,2.0,8.0,14.0,3.0,1.93,8.0,11.0,1.0,8.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217618605.0,0.0,0.0
0.0,4.0,49.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,6.0,2.0,2.0,8.0,14.0,3.0,1.93,8.0,11.0,1.0,8.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217618741.0,0.0,0.0
0.0,5.0,51.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,8.0,16.0,5.0,1.69,8.0,13.0,1.0,10.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217786063.0,0.0,0.0
0.0,8.0,56.0,1.0,0.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,13.0,2.0,2.0,8.0,21.0,10.0,1.29,8.0,18.0,1.0,15.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,12.0,7.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1217887238.0,0.0,0.0
0.0,6.0,53.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,10.0,2.0,2.0,8.0,18.0,7.0,1.5,8.0,15.0,1.0,12.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,8.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1218205880.0,0.0,0.0
0.0,6.0,53.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,10.0,2.0,2.0,8.0,18.0,7.0,1.5,8.0,15.0,1.0,12.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,8.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1218210560.0,0.0,0.0
0.0,6.0,53.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,9.0,18.0,6.0,1.5,8.0,15.0,1.0,12.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1218218124.0,0.0,0.0
0.0,7.0,54.0,1.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,11.0,2.0,2.0,8.0,19.0,8.0,1.42,8.0,16.0,1.0,13.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,9.0,5.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,0.962963,1.0,0.0,1.0,1.0,1.0,FALSE,1218227272.0,0.0,0.0
0.0,51.0,84.0,3.0,0.0,1.0,0.0,3.0,3.0,52.0,0.0,0.0,3.0,1.0,24.0,1.0,1.0,3.0,10.0,1.0,0.0,3.0,0.0,39.0,3.0,1.0,12.0,56.0,36.0,0.43,4.0,48.0,3.0,44.0,1.0,1.0,3.0,0.0,5.0,0.0,3.0,1.0,2.0,2.0,2.0,38.0,38.0,38.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,25.0,26.0,0.97619,0.75,0.0,1.0,2.0,1.0,FALSE,1218292370.0,0.0,0.0
0.0,5.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,9.0,17.0,5.0,1.59,8.0,14.0,1.0,11.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1218488236.0,0.0,0.0
0.0,5.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,9.0,17.0,5.0,1.59,8.0,14.0,1.0,11.0,0.0,2.0,1.0,100.0,4.0,1.0,1.0,1.0,3.0,1.5,0.0,4.0,3.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1218553821.0,0.0,0.0
0.0,5.0,51.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,8.0,16.0,5.0,1.69,8.0,13.0,1.0,10.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1218553823.0,0.0,0.0
0.0,6.0,53.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,9.0,18.0,6.0,1.5,8.0,15.0,1.0,12.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,3.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1218737490.0,0.0,0.0
0.0,10.0,56.0,2.0,0.0,1.0,1.0,3.0,2.0,10.0,0.0,0.0,2.0,2.0,24.0,1.0,2.0,3.0,10.0,1.0,0.0,2.0,1.0,14.0,3.0,2.0,11.0,26.0,11.0,0.92,6.0,22.0,2.0,18.0,0.0,2.0,2.0,100.0,5.0,0.0,2.0,1.0,2.0,1.0,0.0,9.0,6.0,3.0,2.0,1.5,1.0,1.0,0.75,0.0,3.0,3.0,1.0,11.0,21.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1219274438.0,0.0,0.0
0.0,5.0,50.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,8.0,15.0,4.0,1.8,8.0,12.0,1.0,9.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1219274442.0,0.0,0.0
0.0,6.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,9.0,2.0,2.0,8.0,17.0,6.0,1.59,8.0,14.0,1.0,11.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,3.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1219275396.0,0.0,0.0
0.0,5.0,51.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,8.0,16.0,5.0,1.69,8.0,13.0,1.0,10.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1219307803.0,0.0,0.0
0.0,5.0,50.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,8.0,15.0,4.0,1.8,8.0,12.0,1.0,9.0,0.0,2.0,1.0,100.0,5.0,4.0,1.0,1.0,6.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1219310155.0,0.0,0.0
0.0,5.0,52.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,9.0,1.0,0.0,1.0,1.0,8.0,2.0,2.0,9.0,17.0,5.0,1.59,8.0,14.0,1.0,11.0,0.0,2.0,1.0,100.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1219325680.0,0.0,0.0
0.0,5.0,50.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,2.0,27.0,1.0,2.0,2.0,8.0,1.0,0.0,1.0,1.0,7.0,2.0,2.0,8.0,15.0,4.0,1.8,8.0,12.0,1.0,9.0,0.0,2.0,1.0,100.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,FALSE,1219694885.0,0.0,0.0
