@RELATION data

@ATTRIBUTE AvgCyclomatic NUMERIC
@ATTRIBUTE AvgCyclomaticModified NUMERIC
@ATTRIBUTE AvgCyclomaticStrict NUMERIC
@ATTRIBUTE AvgEssential NUMERIC
@ATTRIBUTE AvgLine NUMERIC
@ATTRIBUTE AvgLineBlank NUMERIC
@ATTRIBUTE AvgLineCode NUMERIC
@ATTRIBUTE AvgLineComment NUMERIC
@ATTRIBUTE CountLine NUMERIC
@ATTRIBUTE CountLineBlank NUMERIC
@ATTRIBUTE CountLineCode NUMERIC
@ATTRIBUTE CountLineCodeDecl NUMERIC
@ATTRIBUTE CountLineCodeExe NUMERIC
@ATTRIBUTE CountLineComment NUMERIC
@ATTRIBUTE CountSemicolon NUMERIC
@ATTRIBUTE CountStmt NUMERIC
@ATTRIBUTE CountStmtDecl NUMERIC
@ATTRIBUTE CountStmtExe NUMERIC
@ATTRIBUTE MaxCyclomatic NUMERIC
@ATTRIBUTE MaxCyclomaticModified NUMERIC
@ATTRIBUTE MaxCyclomaticStrict NUMERIC
@ATTRIBUTE RatioCommentToCode NUMERIC
@ATTRIBUTE SumCyclomatic NUMERIC
@ATTRIBUTE SumCyclomaticModified NUMERIC
@ATTRIBUTE SumCyclomaticStrict NUMERIC
@ATTRIBUTE SumEssential NUMERIC
@ATTRIBUTE contains_bug {TRUE,FALSE}
@ATTRIBUTE author_date_unix_timestamp NUMERIC
@ATTRIBUTE project_no NUMERIC
@ATTRIBUTE commit_type NUMERIC

@DATA
3,3,3,1,40,8,32,0,135,31,104,22,71,1,78,91,23,68,9,9,9,0.01,11,11,11,3,FALSE,1e+09,1,3
5,5,5,2,31,4,25,2,390,64,263,57,166,67,151,214,56,158,20,20,20,0.25,50,50,51,24,FALSE,1e+09,1,3
2,2,2,1,14,1,12,0,465,64,364,111,199,41,191,261,86,175,8,6,8,0.11,59,55,67,24,FALSE,1e+09,1,3
2,2,2,1,15,2,10,2,122,25,83,30,40,14,43,61,23,38,4,4,4,0.17,14,14,14,6,FALSE,1e+09,1,3
3,3,4,1,17,2,14,0,281,45,223,57,125,14,113,170,52,118,9,9,13,0.06,41,41,49,17,TRUE,1e+09,1,0
3,3,3,1,16,2,13,0,207,34,169,62,79,4,96,127,48,79,9,9,9,0.02,21,21,21,7,FALSE,1e+09,1,3
4,2,4,1,14,1,13,0,366,57,203,58,104,106,104,134,51,83,30,12,30,0.52,59,41,61,17,TRUE,1e+09,1,0
2,2,3,1,11,0,9,1,215,28,98,27,51,96,50,67,25,42,10,10,16,0.98,23,23,29,13,TRUE,1e+09,1,0
1,1,1,1,3,0,3,0,25,1,24,22,1,0,21,23,22,1,1,1,1,0,1,1,1,1,FALSE,1e+09,1,3
0,0,0,0,0,0,0,0,50,11,27,22,0,12,17,22,22,0,0,0,0,0.44,0,0,0,0,FALSE,1e+09,1,3
2,2,2,1,20,2,15,2,167,26,108,37,56,34,69,84,36,48,4,4,4,0.31,12,12,12,6,TRUE,1e+09,1,0
1,1,1,1,3,0,2,1,45,4,8,6,0,33,2,3,3,0,1,1,1,4.13,1,1,1,1,TRUE,1e+09,1,0
1,1,1,1,11,1,9,0,28,6,21,6,11,1,9,12,5,7,2,2,2,0.05,3,3,3,2,TRUE,1e+09,1,0
1,1,1,1,3,0,3,0,7,2,5,3,1,0,2,3,2,1,1,1,1,0,1,1,1,1,TRUE,1e+09,1,0
2,2,3,2,18,1,16,0,224,31,193,35,89,0,83,110,29,81,10,10,10,0,31,31,33,25,TRUE,1e+09,1,0
1,1,1,1,3,0,3,0,20,4,16,6,4,0,5,6,2,4,1,1,1,0,4,4,4,4,TRUE,1e+09,1,0
1,1,1,1,14,1,13,0,122,12,73,17,27,38,24,35,13,22,2,2,2,0.52,5,5,5,3,TRUE,1e+09,1,0
1,1,1,1,10,2,5,2,94,26,49,20,19,19,25,34,17,17,2,2,2,0.39,8,8,8,7,TRUE,1e+09,1,0
2,2,2,1,16,3,13,0,42,10,32,16,12,0,21,25,13,12,3,3,3,0,4,4,4,2,TRUE,1e+09,1,0
4,4,4,2,19,1,13,4,174,23,121,39,66,37,71,99,28,71,25,23,25,0.31,31,29,31,17,TRUE,1e+09,1,0
0,0,0,0,0,0,0,0,41,5,6,5,0,30,4,5,5,0,0,0,0,5,0,0,0,0,TRUE,1e+09,1,0
5,5,6,1,26,2,21,3,553,81,402,91,242,80,224,320,84,236,14,14,17,0.2,82,81,90,28,FALSE,1e+09,1,3
0,0,0,0,0,0,0,0,3,0,3,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,TRUE,1e+09,1,0
1,1,1,1,4,0,4,0,11,1,10,2,2,0,2,5,3,2,1,1,1,0,2,2,2,2,TRUE,1e+09,1,0
0,0,0,0,0,0,0,0,6,1,3,2,0,2,1,2,2,0,0,0,0,0.67,0,0,0,0,TRUE,1e+09,1,0
0,0,0,0,0,0,0,0,9,2,5,4,0,2,3,4,4,0,0,0,0,0.4,0,0,0,0,TRUE,1e+09,1,0
6,6,6,2,33,4,27,2,953,119,631,138,402,219,370,473,137,336,18,18,20,0.35,140,139,144,54,FALSE,1e+09,1,3
2,2,2,1,17,1,15,0,86,11,51,10,31,24,18,28,11,17,3,3,3,0.47,7,7,7,3,TRUE,1e+09,1,0
1,1,1,1,7,0,7,0,22,1,9,6,1,12,3,5,4,1,1,1,1,1.33,1,1,1,1,TRUE,1e+09,1,0
2,2,2,1,10,0,10,0,37,4,23,8,10,10,13,16,8,8,2,2,2,0.43,4,4,4,2,TRUE,1e+09,1,0
0,0,0,0,0,0,0,0,6,0,6,5,0,0,4,5,5,0,0,0,0,0,0,0,0,0,TRUE,1e+09,1,0
3,3,3,1,19,1,17,1,940,109,764,233,415,74,401,540,174,366,29,29,37,0.1,131,116,144,52,FALSE,1e+09,1,3
2,2,2,1,11,1,8,0,77,15,59,26,23,3,32,45,21,24,4,4,4,0.05,9,9,9,4,FALSE,1e+09,1,3
1,1,1,1,19,2,15,2,214,36,156,55,68,23,121,133,44,89,4,4,4,0.15,13,13,13,9,TRUE,1e+09,1,0
1,1,1,1,8,1,6,1,31,10,17,6,7,4,9,12,5,7,2,2,2,0.24,3,3,3,2,TRUE,1e+09,1,0
1,1,1,1,10,1,8,0,46,8,30,9,15,8,15,20,8,12,2,2,2,0.27,5,5,5,3,TRUE,1e+09,1,0
0,0,0,0,0,0,0,0,27,5,14,13,0,8,12,13,13,0,0,0,0,0.57,0,0,0,0,TRUE,1e+09,1,0
0,0,0,0,0,0,0,0,157,15,17,16,0,125,15,16,16,0,0,0,0,7.35,0,0,0,0,FALSE,1e+09,1,3
4,4,4,1,29,2,26,1,566,59,477,108,293,30,266,369,109,260,8,8,9,0.06,71,70,73,25,FALSE,1e+09,1,3
5,4,5,1,18,1,15,2,189,26,133,31,84,30,72,105,25,80,14,10,15,0.23,38,28,39,13,FALSE,1e+09,1,3
2,2,2,1,12,1,10,1,168,25,135,36,74,11,75,109,35,74,3,3,3,0.08,13,13,13,6,FALSE,1e+09,1,3
1,1,1,1,11,2,8,0,64,19,41,20,15,4,26,31,16,15,2,2,2,0.1,5,5,5,4,TRUE,1e+09,1,0
3,3,3,1,15,1,12,0,157,27,121,32,67,9,64,97,26,71,5,5,6,0.07,27,27,29,11,FALSE,1e+09,1,3
1,1,1,1,3,0,3,0,35,7,28,14,7,0,13,17,10,7,1,1,1,0,6,6,6,6,FALSE,1e+09,1,3
1,1,1,1,41,4,29,8,44,4,32,12,18,8,23,27,13,14,1,1,1,0.25,1,1,1,1,TRUE,1e+09,1,0
7,7,7,1,50,10,38,2,63,11,41,14,22,11,25,31,13,18,7,7,7,0.27,7,7,7,1,TRUE,1e+09,1,0
1,1,1,1,5,0,5,0,146,3,141,41,64,2,64,106,40,66,6,6,7,0.01,41,41,42,23,TRUE,1e+09,1,0
7,7,11,1,21,3,17,0,180,31,129,34,85,20,69,117,27,90,19,19,31,0.16,47,47,71,6,TRUE,1e+09,1,0
1,1,1,1,15,3,10,2,58,13,23,15,5,22,11,14,10,4,1,1,1,0.96,2,2,2,2,TRUE,1e+09,1,0
2,2,2,1,7,0,7,1,66,6,35,9,17,28,16,25,8,17,4,4,5,0.8,9,9,10,4,TRUE,1e+09,2,0
1,1,1,1,7,0,6,1,17,2,13,9,2,2,6,9,7,2,1,1,1,0.15,2,2,2,2,FALSE,1e+09,2,3
1,1,1,1,6,1,5,0,75,20,55,36,9,0,35,45,36,9,1,1,1,0,9,9,9,9,TRUE,1e+09,2,0
1,1,1,1,10,0,10,1,176,17,130,18,91,49,85,104,18,86,4,4,4,0.38,20,20,20,12,TRUE,1e+09,2,0
2,2,2,1,37,0,35,1,560,32,485,60,388,43,78,106,48,58,5,5,9,0.09,24,24,29,20,FALSE,1e+09,2,3
1,1,1,1,8,0,8,0,55,7,46,18,19,3,32,39,21,18,2,2,2,0.07,9,9,9,5,FALSE,1e+09,2,3
3,3,4,2,21,3,16,1,73,15,51,21,18,7,28,38,21,17,6,6,8,0.14,11,11,13,6,TRUE,1e+09,2,0
3,3,3,1,20,3,16,0,51,11,39,15,16,6,21,27,12,15,5,5,5,0.15,7,7,7,2,TRUE,1e+09,2,0
3,3,3,1,17,3,14,0,47,11,35,13,15,6,18,23,10,13,4,4,4,0.17,6,6,6,2,TRUE,1e+09,2,0
3,3,3,1,16,0,15,0,52,4,47,17,21,1,31,37,17,20,5,5,5,0.02,9,9,9,3,TRUE,1e+09,2,0
3,3,3,1,20,1,17,2,43,4,36,13,16,4,22,27,12,15,5,5,5,0.11,7,7,7,2,TRUE,1e+09,2,0
2,2,2,2,12,1,10,1,60,12,44,19,16,4,20,28,16,12,5,5,5,0.09,8,8,8,8,TRUE,1e+09,2,0
1,1,1,1,7,0,7,0,39,6,25,11,9,8,12,17,10,7,2,2,3,0.32,4,4,5,3,TRUE,1e+09,2,0
2,2,3,1,12,1,11,0,45,9,36,12,16,0,27,30,14,16,5,5,7,0,7,7,9,3,FALSE,1e+09,2,3
1,1,1,1,3,0,3,0,4,0,4,1,1,0,1,3,2,1,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,7,0,7,4,1,0,2,4,3,1,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
1,1,1,1,4,0,4,0,10,0,10,5,2,0,5,7,5,2,1,1,1,0,2,2,2,2,TRUE,1e+09,2,0
13,13,27,4,71,4,50,16,164,12,112,27,59,40,46,71,24,47,25,25,54,0.36,26,26,55,9,TRUE,1e+09,2,0
1,1,1,1,3,0,2,0,11,3,7,4,1,1,2,4,3,1,1,1,1,0.14,2,2,2,2,TRUE,1e+09,2,0
1,1,1,1,8,0,8,0,82,9,61,13,37,14,40,50,13,37,3,3,4,0.23,11,11,12,7,FALSE,1e+09,2,3
1,1,1,1,3,0,3,0,17,4,13,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,TRUE,1e+09,2,0
3,3,3,1,15,1,13,1,70,10,44,14,20,16,24,33,13,20,7,7,8,0.36,9,9,10,3,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,22,0,22,9,7,0,10,15,8,7,1,1,1,0,5,5,5,5,TRUE,1e+09,2,0
2,2,2,1,7,0,6,0,222,22,139,35,63,63,75,105,43,62,7,7,8,0.45,41,41,43,24,TRUE,1e+09,2,0
2,2,2,1,9,0,9,0,14,1,13,4,6,0,6,8,3,5,2,2,2,0,2,2,2,1,TRUE,1e+09,2,0
2,2,2,1,12,0,10,1,113,13,65,26,23,35,44,52,30,22,4,4,4,0.54,15,15,15,6,FALSE,1e+09,2,3
3,1,3,1,8,0,8,0,88,10,67,21,36,14,35,45,20,25,10,4,10,0.21,18,10,18,6,FALSE,1e+09,2,3
1,1,1,1,12,0,12,1,30,3,24,11,8,4,14,17,9,8,1,1,1,0.17,1,1,1,1,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,16,4,12,6,3,0,5,7,4,3,1,1,1,0,2,2,2,2,TRUE,1e+09,2,0
3,3,3,1,16,0,15,0,136,11,123,41,61,2,76,93,38,55,5,5,5,0.02,19,19,19,6,TRUE,1e+09,2,0
1,1,1,1,4,0,4,0,41,9,32,13,10,0,10,19,10,9,2,2,2,0,8,8,8,7,FALSE,1e+09,2,3
6,6,8,5,30,1,27,2,299,24,231,59,127,50,132,166,59,107,13,13,21,0.22,51,48,64,40,FALSE,1e+09,2,3
1,1,1,1,3,0,3,0,54,9,29,10,11,18,13,19,8,11,2,2,2,0.62,6,6,6,5,TRUE,1e+09,2,0
6,5,7,4,30,1,27,1,239,21,203,53,111,22,113,145,53,92,13,10,19,0.11,44,41,54,33,TRUE,1e+09,2,0
7,7,7,4,37,2,32,2,461,41,383,114,198,39,220,287,108,179,29,29,29,0.1,77,77,85,44,TRUE,1e+09,2,0
3,3,4,2,19,1,16,2,520,48,375,111,187,105,210,277,109,168,11,11,11,0.28,83,83,91,54,TRUE,1e+09,2,0
2,2,2,1,12,0,11,0,121,16,90,24,51,15,57,67,22,45,6,4,6,0.17,18,14,19,10,FALSE,1e+09,2,3
1,1,1,1,4,0,4,0,32,6,26,10,10,0,13,19,9,10,2,2,3,0,6,6,7,5,FALSE,1e+09,2,3
1,1,1,1,12,0,12,0,60,6,54,17,29,0,36,43,16,27,4,4,4,0,7,7,7,7,TRUE,1e+09,2,0
1,1,1,1,10,0,10,0,28,3,22,10,7,3,12,15,8,7,1,1,1,0.14,1,1,1,1,TRUE,1e+09,2,0
5,5,6,1,25,0,25,0,136,7,129,27,76,0,82,97,31,66,8,8,10,0,28,28,32,8,TRUE,1e+09,2,0
2,2,3,1,13,1,12,0,106,13,54,18,24,39,36,42,18,24,6,6,8,0.72,11,11,13,6,FALSE,1e+09,2,3
9,9,10,6,49,4,40,5,232,28,171,39,87,41,91,119,44,75,14,14,17,0.24,38,38,42,25,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,214,30,142,39,75,43,71,98,38,60,2,2,14,0.3,27,27,42,25,TRUE,1e+09,2,0
3,3,4,2,15,0,12,3,119,10,64,18,28,46,30,45,19,26,5,5,8,0.72,17,17,21,12,TRUE,1e+09,2,0
1,1,1,1,4,0,4,0,28,6,22,8,9,0,9,13,7,6,1,1,1,0,4,4,4,4,TRUE,1e+09,2,0
6,6,6,3,38,4,32,2,319,41,261,51,166,20,145,192,45,147,20,20,22,0.08,43,43,47,25,FALSE,1e+09,2,3
3,3,5,2,19,1,16,1,125,17,85,26,39,23,46,64,27,37,12,12,17,0.27,19,19,25,11,FALSE,1e+09,2,3
22,14,23,6,101,8,85,8,440,35,382,165,175,46,149,187,60,127,52,27,54,0.12,67,42,69,18,FALSE,1e+09,2,3
1,1,1,1,3,0,3,0,19,5,14,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,TRUE,1e+09,2,0
2,2,2,1,7,0,7,0,27,3,17,7,5,7,9,12,7,5,3,3,4,0.41,4,4,5,2,TRUE,1e+09,2,0
1,1,1,1,4,0,4,0,47,11,36,15,13,0,14,21,10,11,3,3,3,0,9,9,9,7,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,18,3,15,7,5,0,8,11,6,5,1,1,1,0,2,2,2,2,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,43,5,38,16,15,0,12,18,8,10,3,2,3,0,7,6,7,5,FALSE,1e+09,2,3
1,1,1,1,5,0,5,0,6,0,6,2,2,0,3,5,3,2,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
4,4,4,4,13,1,12,0,31,5,26,6,16,0,10,19,4,15,7,7,7,0,8,8,8,8,TRUE,1e+09,2,0
2,2,3,1,8,0,8,0,193,17,125,35,56,51,72,96,41,55,6,6,9,0.41,33,33,42,21,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,11,3,8,3,2,0,2,3,1,2,1,1,1,0,2,2,2,2,TRUE,1e+09,2,0
4,4,4,1,17,0,16,0,146,12,119,38,52,15,74,93,43,50,10,10,10,0.13,28,28,29,7,FALSE,1e+09,2,3
3,3,5,1,14,0,12,1,132,13,80,26,34,39,33,51,18,33,10,10,22,0.49,19,19,31,8,FALSE,1e+09,2,3
1,1,1,1,5,0,5,0,83,16,31,15,9,36,17,23,14,9,3,3,4,1.16,6,6,7,6,FALSE,1e+09,2,3
3,3,3,1,16,1,13,1,252,38,174,48,88,41,89,129,49,80,14,14,16,0.24,38,38,42,18,FALSE,1e+09,2,3
1,1,1,1,2,0,2,0,168,29,47,35,0,92,23,29,29,0,1,1,1,1.96,1,1,1,1,FALSE,1e+09,2,3
3,3,3,1,22,0,18,3,100,5,78,25,40,18,45,58,25,33,5,5,6,0.23,12,12,13,4,TRUE,1e+09,2,0
10,10,16,7,46,5,40,1,48,6,41,13,20,1,22,33,13,20,10,10,16,0.02,10,10,16,7,TRUE,1e+09,2,0
1,1,1,1,6,1,5,0,17,4,13,8,2,0,7,10,8,2,1,1,1,0,2,2,2,2,TRUE,1e+09,2,0
1,1,1,1,11,3,8,0,28,9,18,12,3,1,12,15,12,3,1,1,1,0.06,2,2,2,2,TRUE,1e+09,2,0
1,1,1,1,7,1,6,0,29,7,21,10,6,1,10,15,10,5,2,2,2,0.05,4,4,4,3,TRUE,1e+09,2,0
3,3,3,1,18,0,17,0,131,10,107,18,68,16,55,75,17,58,12,12,14,0.15,18,18,20,11,TRUE,1e+09,2,0
1,1,1,1,7,1,6,0,11,3,8,5,1,0,4,6,5,1,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
1,1,1,1,8,0,8,0,61,7,51,23,19,4,32,39,21,18,2,2,2,0.08,9,9,9,5,FALSE,1e+09,2,3
1,1,1,1,3,0,3,0,31,8,23,9,7,0,9,14,7,7,1,1,1,0,6,6,6,6,TRUE,1e+09,2,0
1,1,1,1,36,1,35,0,39,2,37,20,15,0,32,34,19,15,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
2,2,2,1,14,0,14,0,38,4,30,17,8,4,20,23,15,8,3,3,3,0.13,4,4,4,2,TRUE,1e+09,2,0
1,1,1,1,6,1,5,0,206,59,147,89,29,0,89,118,89,29,1,1,1,0,28,28,28,28,TRUE,1e+09,2,0
1,1,1,1,7,1,5,0,172,51,103,64,19,18,62,82,63,19,1,1,1,0.17,19,19,19,19,TRUE,1e+09,2,0
1,1,1,1,6,0,6,0,14,0,14,5,5,0,6,9,5,4,2,2,2,0,3,3,3,2,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,17,3,14,6,4,0,6,9,5,4,1,1,1,0,3,3,3,3,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,44,6,30,15,10,8,17,21,11,10,1,1,1,0.27,4,4,4,4,TRUE,1e+09,2,0
1,1,1,1,4,0,4,0,37,7,30,13,11,0,16,22,12,10,2,2,2,0,6,6,6,5,TRUE,1e+09,2,0
1,1,1,1,6,0,6,0,117,14,84,30,34,19,34,53,21,32,4,4,4,0.23,20,20,22,12,FALSE,1e+09,2,3
1,1,1,1,11,0,11,0,208,19,122,55,50,69,40,57,28,29,3,3,3,0.57,15,15,15,12,TRUE,1e+09,2,0
1,1,1,1,7,0,7,0,11,2,9,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
2,2,2,1,15,1,13,0,291,28,237,73,125,28,137,175,66,109,5,5,6,0.12,20,20,23,8,TRUE,1e+09,2,0
3,3,4,2,19,1,16,2,43,5,35,14,13,4,19,26,14,12,5,5,5,0.11,7,7,9,4,FALSE,1e+09,2,3
1,1,1,1,8,0,6,1,28,6,19,8,7,3,10,14,8,6,2,2,2,0.16,3,3,3,2,TRUE,1e+09,2,0
2,2,3,1,15,0,14,0,237,21,213,48,123,4,122,161,51,110,9,9,11,0.02,39,39,46,18,FALSE,1e+09,2,3
1,1,1,1,9,0,8,0,84,11,70,27,29,3,30,43,19,24,3,3,4,0.04,11,11,12,7,FALSE,1e+09,2,3
2,2,2,2,9,0,9,0,48,4,43,16,18,1,22,29,13,16,5,5,5,0.02,8,8,8,8,TRUE,1e+09,2,0
1,1,1,1,21,3,17,2,92,18,70,42,22,8,57,63,42,21,2,2,2,0.11,5,5,5,4,TRUE,1e+09,2,0
2,2,2,1,9,0,8,0,203,22,154,41,80,28,86,126,39,87,8,8,8,0.18,39,39,41,23,FALSE,1e+09,2,3
1,1,1,1,9,0,9,1,282,27,217,28,166,60,123,147,27,120,1,1,1,0.28,23,23,23,23,FALSE,1e+09,2,3
2,2,2,2,11,1,10,0,27,4,23,7,11,0,9,13,5,8,3,3,3,0,4,4,4,4,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,20,1,19,8,6,0,9,13,7,6,1,1,1,0,4,4,4,4,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,47,6,41,17,17,0,14,20,7,13,5,2,5,0,9,6,9,5,FALSE,1e+09,2,3
2,2,2,1,14,0,13,0,271,31,233,74,122,7,140,179,69,110,4,4,7,0.03,33,33,40,26,FALSE,1e+09,2,3
1,1,1,1,12,0,12,2,44,5,38,13,21,9,27,31,10,21,1,1,1,0.24,3,3,3,3,FALSE,1e+09,2,3
1,1,1,1,8,0,8,0,43,5,35,13,18,3,17,22,10,12,1,1,1,0.09,4,4,4,4,FALSE,1e+09,2,3
1,1,1,1,2,0,2,0,19,3,7,5,0,9,3,4,4,0,1,1,1,1.29,1,1,1,1,TRUE,1e+09,2,0
1,1,1,1,7,0,7,0,76,13,62,18,29,1,31,45,16,29,3,3,3,0.02,14,14,14,8,FALSE,1e+09,2,3
1,1,1,1,7,0,7,0,13,0,13,6,5,0,9,10,5,5,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
4,4,4,4,11,0,11,0,39,2,36,6,25,1,15,29,5,24,12,12,12,0.03,14,14,14,14,TRUE,1e+09,2,0
2,2,3,2,9,0,9,0,21,2,19,7,7,0,8,13,6,7,4,4,5,0,5,5,6,5,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,13,2,11,5,3,0,5,7,4,3,1,1,1,0,2,2,2,2,FALSE,1e+09,2,3
3,3,4,2,22,1,19,2,50,5,41,15,19,4,18,25,15,10,4,4,6,0.1,6,6,8,4,FALSE,1e+09,2,3
1,1,1,1,6,0,6,0,161,24,136,43,72,1,78,97,37,60,2,2,14,0.01,20,20,32,19,TRUE,1e+09,2,0
5,5,7,4,31,1,28,1,178,13,116,38,59,49,60,78,32,46,10,10,13,0.42,21,21,28,18,FALSE,1e+09,2,3
1,1,1,1,4,0,4,0,47,13,34,11,13,0,14,23,10,13,3,3,5,0,9,9,12,9,TRUE,1e+09,2,0
3,3,4,1,17,0,16,0,168,16,148,46,76,5,76,101,39,62,7,7,9,0.03,30,24,37,13,FALSE,1e+09,2,3
1,1,1,1,6,0,6,0,24,3,21,7,11,0,13,17,7,10,1,1,1,0,3,3,3,3,FALSE,1e+09,2,3
7,3,7,7,27,0,27,6,29,1,28,1,22,6,14,18,2,16,7,3,7,0.21,7,3,7,7,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,8,1,7,2,3,0,3,4,1,3,1,1,1,0,1,1,1,1,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,43,9,34,16,10,0,15,22,12,10,1,1,1,0,7,7,7,7,TRUE,1e+09,2,0
1,1,1,1,5,0,5,0,22,4,18,4,8,0,5,10,3,7,2,2,2,0,5,5,5,3,TRUE,1e+09,2,0
2,2,2,1,11,1,10,0,71,13,58,17,30,0,36,46,16,30,5,5,5,0,10,10,10,5,TRUE,1e+09,2,0
9,8,9,7,35,1,31,6,428,28,343,69,225,92,174,243,56,187,20,20,20,0.27,90,80,92,72,FALSE,1e+09,2,3
2,2,2,1,7,0,6,1,9,0,8,3,2,1,2,5,3,2,2,2,2,0.13,2,2,2,1,TRUE,1e+09,2,0
2,2,2,2,18,0,18,0,46,4,42,17,20,0,27,32,13,19,4,4,4,0,5,5,5,5,TRUE,1e+09,2,0
3,2,3,2,12,0,11,1,27,0,26,5,16,2,12,16,4,12,5,3,5,0.08,6,4,6,5,TRUE,1e+09,2,0
5,4,6,4,19,2,16,0,379,67,306,53,180,10,159,230,57,173,26,6,29,0.03,102,78,116,86,TRUE,1e+09,2,0
1,1,1,1,7,0,7,0,11,2,9,2,5,0,5,6,1,5,1,1,1,0,1,1,1,1,FALSE,1e+09,2,3
1,1,1,1,5,0,5,0,30,5,25,8,12,0,15,20,8,12,1,1,1,0,4,4,4,4,FALSE,1e+09,2,3
1,1,1,1,3,0,3,0,16,3,13,6,3,0,5,9,6,3,1,1,1,0,3,3,3,3,TRUE,1e+09,2,0
1,1,1,1,8,0,8,0,68,7,61,21,33,0,21,29,11,18,1,1,1,0,7,7,7,7,FALSE,1e+09,2,3
2,2,2,1,9,0,8,0,110,17,91,20,49,2,39,59,18,41,6,6,6,0.02,23,23,23,14,TRUE,1e+09,2,0
8,8,9,4,56,5,40,14,278,35,174,48,90,85,104,129,51,78,16,16,19,0.49,33,33,39,18,TRUE,1e+09,2,0
2,2,2,1,12,1,10,0,101,15,82,34,32,4,52,64,32,32,4,4,5,0.05,15,15,19,9,FALSE,1e+09,2,3
1,1,1,1,4,0,4,0,71,12,38,14,13,21,16,26,13,13,2,2,2,0.55,9,9,9,8,TRUE,1e+09,2,0
9,6,15,6,38,2,33,3,160,12,134,31,86,14,66,90,32,58,17,17,41,0.1,36,26,60,27,TRUE,1e+09,2,0
1,1,1,1,11,1,10,0,46,8,37,20,13,1,18,22,11,11,2,2,2,0.03,3,3,3,2,FALSE,1e+09,2,3
2,2,3,2,12,0,12,0,28,2,25,12,8,1,14,20,12,8,4,4,6,0.04,5,5,7,5,TRUE,1e+09,2,0
3,3,4,2,12,0,12,0,66,3,63,47,10,20,13,20,10,10,4,4,6,0.32,6,6,8,5,TRUE,1e+09,2,0
1,1,1,1,7,0,7,0,56,5,51,18,24,0,18,26,10,16,1,1,1,0,5,5,5,5,FALSE,1e+09,2,3
1,1,1,1,5,0,5,0,48,7,38,18,12,3,16,24,12,12,2,2,2,0.08,8,8,8,6,TRUE,1e+09,2,0
1,1,1,1,7,0,7,0,17,2,15,6,7,0,10,13,6,7,1,1,1,0,2,2,2,2,FALSE,1e+09,2,3
1,1,1,1,7,1,6,0,21,5,15,7,5,2,9,11,6,5,1,1,1,0.13,2,2,2,2,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,28,6,22,8,8,0,10,13,5,8,1,1,1,0,5,5,5,5,TRUE,1e+09,2,0
1,1,1,1,12,2,9,0,32,9,23,10,9,0,13,16,7,9,2,2,2,0,3,3,3,2,TRUE,1e+09,2,0
2,2,2,1,17,3,14,0,43,10,33,13,14,0,18,23,9,14,4,4,4,0,5,5,5,2,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,13,3,10,5,2,0,4,6,4,2,1,1,1,0,2,2,2,2,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,14,3,11,4,3,0,3,6,3,3,1,1,1,0,3,3,3,3,TRUE,1e+09,2,0
1,1,1,1,4,0,4,0,31,5,26,9,11,0,14,18,7,11,1,1,1,0,5,5,5,5,TRUE,1e+09,2,0
1,1,1,1,3,0,3,0,38,9,29,13,8,0,13,20,12,8,1,1,1,0,7,7,7,7,TRUE,1e+09,2,0
1,1,1,1,10,0,10,0,70,6,64,16,42,0,16,23,10,13,1,1,1,0,6,6,6,6,FALSE,1e+09,2,3
1,1,1,1,5,0,5,0,52,9,43,13,19,0,20,30,11,19,2,2,2,0,10,10,10,7,FALSE,1e+09,2,3
2,2,2,1,12,0,11,1,14,1,12,2,8,1,6,9,2,7,2,2,2,0.08,2,2,2,1,TRUE,1e+09,2,0
1,1,1,1,6,1,5,0,46,13,33,20,6,0,19,26,20,6,1,1,1,0,6,6,6,6,TRUE,1e+09,2,0
