@RELATION data

@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE dit NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE ca NUMERIC
@ATTRIBUTE ce NUMERIC
@ATTRIBUTE npm NUMERIC
@ATTRIBUTE lcom3 NUMERIC
@ATTRIBUTE loc NUMERIC
@ATTRIBUTE dam NUMERIC
@ATTRIBUTE moa NUMERIC
@ATTRIBUTE mfa NUMERIC
@ATTRIBUTE cam NUMERIC
@ATTRIBUTE ic NUMERIC
@ATTRIBUTE cbm NUMERIC
@ATTRIBUTE amc NUMERIC
@ATTRIBUTE max_cc NUMERIC
@ATTRIBUTE avg_cc NUMERIC
@ATTRIBUTE contains_bug {FALSE,TRUE}
@ATTRIBUTE author_date_unix_timestamp NUMERIC
@ATTRIBUTE project_no NUMERIC
@ATTRIBUTE commit_type NUMERIC

@DATA
5,4,0,7,15,10,1,7,5,2,41,0,0,0.983957,0.466667,2,3,7.2,1,0.6,FALSE,1e+09,1,0
3,3,0,3,10,3,0,3,2,2,30,0,0,0.981818,0.666667,0,0,9,1,0.3333,FALSE,1e+09,1,0
13,5,0,16,79,0,1,16,2,0.5,744,1,1,0.849315,0.25,3,6,56,1,0.8462,FALSE,1e+09,1,0
9,2,0,7,17,24,0,7,9,0.6875,78,1,1,0.2,0.407407,0,0,7.44444,1,0.8889,FALSE,1e+09,1,0
1,1,0,34,1,0,31,3,1,2,1,0,0,0,1,0,0,0,1,1,TRUE,1e+09,1,3
4,2,0,2,6,4,1,1,4,0.333333,24,1,0,0.916667,0.75,1,2,4.75,1,0.5,FALSE,1e+09,1,0
19,1,0,11,27,143,4,9,19,0.923611,135,1,3,0,0.169591,0,0,5.68421,3,1.0526,TRUE,1e+09,1,3
30,3,0,6,61,347,1,6,29,0.868339,349,1,0,0.866995,0.166667,1,5,10.2667,2,0.9333,FALSE,1e+09,1,0
2,1,0,4,2,1,2,3,2,2,2,0,0,0,0.833333,0,0,0,1,1,FALSE,1e+09,1,0
2,1,0,5,2,1,4,1,2,2,2,0,0,0,0.75,0,0,0,1,1,FALSE,1e+09,1,0
4,3,0,5,6,0,1,4,3,0.333333,21,1,0,0.75,0.5,1,1,4,1,0.75,FALSE,1e+09,1,0
4,1,0,2,16,0,2,0,4,0.333333,92,1,0,0,0.75,0,0,21.25,4,1.5,FALSE,1e+09,1,0
1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,FALSE,1e+09,1,0
42,1,14,28,78,809,16,12,33,0.909756,498,1,7,0,0.118467,0,0,10.619,4,1.5714,TRUE,1e+09,1,3
5,1,0,2,6,10,1,1,5,2,13,0,0,0,0.8,0,0,1.6,1,0.8,FALSE,1e+09,1,0
7,1,0,12,21,9,0,12,7,0.791667,80,1,3,0,0.357143,0,0,9.85714,1,0.8571,FALSE,1e+09,1,0
3,5,0,4,8,0,1,3,3,0.5,32,1,2,0.894737,0.555556,0,0,9,1,0.6667,FALSE,1e+09,1,0
4,1,0,3,20,6,3,0,3,2,133,0,0,0,0.3,0,0,32.25,7,3.25,TRUE,1e+09,1,3
1,3,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,TRUE,1e+09,1,3
4,0,2,5,24,6,2,3,1,2,93,0,0,0,0.4,0,0,22.25,4,1.5,FALSE,1e+09,1,0
29,4,2,14,47,334,2,12,24,0.934066,262,1,1,0.564516,0.187739,0,0,7.58621,9,1.4138,FALSE,1e+09,1,0
1,4,0,2,2,0,1,1,1,2,5,0,0,1,1,0,0,4,0,0,FALSE,1e+09,1,0
36,1,0,41,79,626,18,38,36,0.571429,288,1,1,0,0.116667,0,0,6.94444,1,0.9722,FALSE,1e+09,1,0
3,5,0,2,6,3,1,1,3,2,16,0,0,1,0.777778,0,0,4.33333,0,0,FALSE,1e+09,1,0
23,3,0,18,60,191,4,16,18,0.850649,312,1,1,0.814815,0.20202,1,5,12.2609,2,0.913,TRUE,1e+09,1,3
8,1,0,10,33,26,2,9,2,0.714286,194,1,0,0,0.452381,0,0,23.125,8,2.25,TRUE,1e+09,1,3
10,2,0,9,31,23,3,7,3,0.777778,182,1,0,0.55,0.242857,1,5,17.1,3,1.5,FALSE,1e+09,1,0
5,2,0,7,8,6,2,6,5,0.75,35,1,0,0.857143,0.333333,0,0,5.6,1,0.8,FALSE,1e+09,1,0
4,3,4,14,8,6,14,0,4,2,20,0,0,1,0.666667,0,0,4,0,0,FALSE,1e+09,1,0
2,0,0,4,6,1,0,4,2,2,18,0,0,0,1,0,0,8,1,0.5,FALSE,1e+09,1,0
3,4,0,4,8,3,0,4,2,2,24,0,0,0.973684,0.444444,1,1,7,1,0.6667,FALSE,1e+09,1,0
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
4,2,0,1,6,0,0,1,4,0.333333,22,1,0,0.666667,0.583333,0,0,4.25,1,0.5,FALSE,1e+09,1,0
5,0,2,9,22,10,2,7,1,2,145,0,0,0,0.5,0,0,28,4,1.8,FALSE,1e+09,1,0
2,1,0,6,6,0,1,5,2,0,22,1,0,0,0.6,0,0,9.5,1,0.5,TRUE,1e+09,1,3
20,1,0,27,109,148,11,19,14,0.802632,728,1,3,0,0.210526,0,0,35.2,10,1.95,FALSE,1e+09,1,0
51,1,0,15,113,1263,11,5,50,0.924,731,0.6,0,0,0.104444,0,0,13.2353,2,1,TRUE,1e+09,1,3
4,1,0,6,7,4,1,5,4,0.333333,23,1,0,0,0.5,0,0,4.5,1,0.75,FALSE,1e+09,1,0
2,5,2,6,4,1,4,2,2,2,13,0,0,1,0.875,0,0,5.5,0,0,FALSE,1e+09,1,0
8,4,0,9,19,22,2,7,8,0.714286,59,1,0,0.973545,0.3,2,3,6.25,1,0.625,FALSE,1e+09,1,0
3,1,0,0,6,3,0,0,3,2,12,0,0,0,0.833333,0,0,3,1,0.6667,FALSE,1e+09,1,0
2,1,0,5,5,1,1,5,2,2,15,0,0,0,0.625,0,0,6.5,1,0.5,FALSE,1e+09,1,0
1,1,0,14,1,0,14,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
12,3,0,6,22,62,1,6,11,0.590909,100,1,0,0.951351,0.354167,1,3,7.16667,3,0.9167,FALSE,1e+09,1,0
17,1,0,30,51,136,21,9,15,2,289,0,0,0,0.344538,0,0,16,4,1.4706,TRUE,1e+09,1,3
5,3,0,3,9,8,1,2,4,0,50,1,0,0.75,0.533333,1,2,8.8,2,0.8,FALSE,1e+09,1,0
9,3,0,24,68,18,1,24,4,0.9375,442,0.333333,0,0.75,0.35,0,0,47.4444,8,1.7778,FALSE,1e+09,1,0
6,3,0,6,15,13,1,6,4,0.4,54,1,1,0.791667,0.444444,1,1,7.83333,1,0.8333,FALSE,1e+09,1,0
9,2,0,6,13,30,1,5,8,0.625,59,1,0,0.785714,0.518519,1,4,5.33333,2,0.7778,TRUE,1e+09,1,3
4,5,0,3,9,2,2,1,4,0.333333,47,1,0,0.894737,0.666667,0,0,10.25,1,0.5,FALSE,1e+09,1,0
6,2,6,11,14,7,6,5,5,0.6,49,1,2,0.736842,0.375,0,0,6.83333,2,1,TRUE,1e+09,1,3
14,2,1,8,35,27,2,6,12,0.673077,185,1,2,0.56,0.323077,1,5,11.9286,7,1.2143,TRUE,1e+09,1,3
10,4,0,5,20,23,1,4,8,0.444444,121,1,1,0.957219,0.35,1,2,10.9,3,1.2,FALSE,1e+09,1,0
30,1,0,13,73,347,1,12,27,0.668966,380,1,2,0,0.114286,0,0,11.5,3,1.0333,FALSE,1e+09,1,0
14,3,0,6,25,51,3,4,14,0.564103,129,1,0,0.93617,0.3,1,3,8,1,0.8571,FALSE,1e+09,1,0
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
1,1,0,4,1,0,1,3,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
4,1,2,6,24,6,2,4,1,2,96,0,0,0,0.45,0,0,23,3,1.5,FALSE,1e+09,1,0
14,1,0,11,45,23,1,10,11,0.972527,400,0.142857,0,0,0.192857,0,0,26.5714,2,1,TRUE,1e+09,1,3
5,1,0,8,11,8,3,5,5,0.25,39,1,0,0,0.7,0,0,6.6,1,0.8,FALSE,1e+09,1,0
8,2,0,14,17,0,8,7,6,0.571429,69,1,1,0.666667,0.3,1,1,7.375,2,1,FALSE,1e+09,1,0
18,2,0,13,39,125,3,13,17,0.870588,170,1,0,0.6,0.179012,1,1,8.16667,3,1.1111,FALSE,1e+09,1,0
7,2,1,2,8,9,1,1,7,0.666667,40,1,0,0.333333,0.642857,0,0,4.42857,2,1.1429,FALSE,1e+09,1,0
12,1,1,14,35,34,3,13,3,0.80303,215,1,1,0,0.261364,0,0,16.4167,4,1,FALSE,1e+09,1,0
52,1,3,32,124,1214,6,29,45,0.793226,766,1,2,0,0.107843,0,0,13.5192,7,1.0962,FALSE,1e+09,1,0
1,2,0,1,2,0,0,1,1,2,6,1,0,1,1,0,0,3,0,0,FALSE,1e+09,1,0
6,1,0,4,9,9,0,4,5,0.2,41,1,0,0,0.416667,0,0,5.66667,2,1,FALSE,1e+09,1,0
4,3,0,6,15,4,0,6,3,0.666667,60,1,0,0.945946,0.4,1,3,13.75,1,0.5,FALSE,1e+09,1,0
5,1,0,3,19,8,0,3,3,0.75,56,1,0,0,0.25,0,0,10,2,0.8,FALSE,1e+09,1,0
2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
13,1,0,4,23,0,1,3,13,0,70,1,1,0,0.326923,0,0,4.30769,1,0.9231,FALSE,1e+09,1,0
15,3,0,15,49,93,1,15,8,0.821429,226,1,0,0.744681,0.261905,2,3,13.8,2,0.8667,FALSE,1e+09,1,0
4,3,0,10,22,4,2,9,4,2,105,0,0,0.88,0.583333,0,0,25.25,7,2.25,TRUE,1e+09,1,3
2,5,0,2,6,0,1,1,2,1,21,1,0,0.944444,0.75,0,0,8.5,1,0.5,TRUE,1e+09,1,3
9,2,1,7,18,0,1,6,7,0.25,66,1,1,0.666667,0.388889,1,1,6.22222,1,0.7778,TRUE,1e+09,1,3
5,3,0,4,8,10,1,4,4,1,35,1,0,0.947368,0.44,0,0,5.8,1,0.6,FALSE,1e+09,1,0
166,2,14,118,322,13617,67,76,157,0.893603,2077,0.888889,3,0.068182,0.056277,0,0,11.4578,6,1.1506,TRUE,1e+09,1,3
5,4,0,8,19,4,1,7,2,0.5,63,1,1,0.921053,0.4,2,4,11.4,1,0.6,TRUE,1e+09,1,3
8,2,0,11,11,22,4,10,8,0.666667,58,1,3,0.825,0.3,1,20,5.875,1,0.875,FALSE,1e+09,1,0
5,2,0,7,14,2,2,6,3,0.625,60,1,0,0.555556,0.44,1,2,10.6,1,0.8,FALSE,1e+09,1,0
18,2,0,7,35,0,3,4,15,0.638655,317,1,0,0.565217,0.263889,1,1,16.2222,3,0.7778,FALSE,1e+09,1,0
4,3,0,9,12,0,5,4,4,0,41,1,1,0.88,0.4375,0,0,9,1,0.75,TRUE,1e+09,1,3
8,1,0,3,16,0,2,1,8,0.142857,125,1,1,0,0.375,1,1,14.375,8,2,FALSE,1e+09,1,0
3,4,0,6,13,0,2,5,3,0.25,49,1,2,0.939394,0.466667,1,2,14.6667,1,0.6667,FALSE,1e+09,1,0
9,1,0,3,18,30,1,2,8,0.375,79,1,0,0,0.355556,0,0,7.66667,1,0.7778,TRUE,1e+09,1,3
18,5,0,11,33,125,2,9,15,0.858824,160,1,1,0.729167,0.287037,1,1,7.61111,2,0.7778,FALSE,1e+09,1,0
11,0,0,14,22,29,0,14,11,0.82,105,1,2,0,0.340909,0,0,8.09091,1,0.9091,FALSE,1e+09,1,0
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
11,1,0,8,30,43,4,4,11,1.01429,163,0.142857,0,0,0.4,0,0,13.1818,4,1.2727,FALSE,1e+09,1,0
3,1,0,2,41,3,0,2,1,2,228,0,0,0,0.333333,0,0,75,1,0.6667,FALSE,1e+09,1,0
9,1,0,5,20,12,3,2,7,0.625,100,1,0,0,0.4375,0,0,9.77778,4,1.2222,FALSE,1e+09,1,0
7,1,0,7,16,21,1,6,7,2,78,0,0,0,0.464286,0,0,10.1429,2,1,FALSE,1e+09,1,0
5,2,0,3,8,2,3,1,5,0.666667,36,1,1,0.428571,0.4,0,0,5.6,1,0.8,FALSE,1e+09,1,0
5,4,0,11,38,0,1,11,4,0.25,303,1,1,0.870968,0.36,1,1,59,1,0.8,FALSE,1e+09,1,0
4,3,0,9,12,6,1,8,4,1,44,1,1,0.971429,0.541667,0,0,9.75,1,0.25,TRUE,1e+09,1,3
5,3,0,8,19,0,1,7,4,0.625,61,1,1,0.916667,0.5,0,0,10.8,1,0.4,TRUE,1e+09,1,3
2,1,0,30,2,1,28,2,2,2,2,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
8,2,6,13,25,22,6,7,3,0.571429,89,1,0,0.857143,0.333333,0,0,10,2,0.625,FALSE,1e+09,1,0
12,1,0,29,61,0,2,28,11,0.454545,395,1,2,0,0.25,0,0,31.5,9,2,TRUE,1e+09,1,3
2,1,0,4,2,1,4,0,2,2,2,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
24,2,0,10,84,126,3,8,14,0.879795,597,0.705882,0,0.388889,0.193237,1,1,23.1667,8,1.375,TRUE,1e+09,1,3
2,2,0,2,3,1,1,1,2,2,10,0,0,1,0.75,0,0,4,0,0,FALSE,1e+09,1,0
5,1,0,12,5,10,9,4,5,2,5,0,0,0,0.366667,0,0,0,1,1,FALSE,1e+09,1,0
4,5,0,6,9,2,4,2,4,0.333333,40,1,1,0.894737,0.5625,0,0,8.5,1,0.5,FALSE,1e+09,1,0
4,2,0,17,7,4,16,1,2,0.958333,100,0.125,8,0.857143,0.444444,1,1,22,1,0.5,FALSE,1e+09,1,0
8,2,0,10,27,14,2,10,4,0.714286,120,1,0,0.8,0.291667,0,0,13.625,1,0.75,FALSE,1e+09,1,0
36,2,0,21,49,590,5,19,36,0.96381,261,1,2,0.40678,0.160494,1,2,5.83333,2,1,FALSE,1e+09,1,0
2,1,0,8,2,1,6,2,2,2,2,0,0,0,0.666667,0,0,0,1,1,FALSE,1e+09,1,0
1,3,0,2,2,0,1,1,1,2,5,0,0,1,1,0,0,4,0,0,TRUE,1e+09,1,3
16,1,0,14,86,108,4,12,4,0.733333,559,1,1,0,0.1875,0,0,33.875,4,1.4375,FALSE,1e+09,1,0
7,3,0,6,18,21,1,5,4,2,63,0,0,0.894737,0.309524,0,0,8,2,0.7143,TRUE,1e+09,1,3
6,1,0,26,71,7,1,26,5,0.6,373,1,1,0,0.4,0,0,60.8333,14,4.5,FALSE,1e+09,1,0
9,1,0,12,41,30,1,11,1,0.625,186,1,0,0.5,0.416667,1,4,19.5556,9,1.7778,FALSE,1e+09,1,0
19,3,0,9,37,129,2,8,13,0.833333,203,1,3,0.55,0.223684,1,1,9.31579,3,1.3158,FALSE,1e+09,1,0
4,1,0,51,4,6,47,5,4,2,4,0,0,0,0.5,0,0,0,1,1,FALSE,1e+09,1,0
11,3,0,5,16,51,2,4,11,0.85,77,0.5,0,0.956522,0.484848,1,3,5.63636,1,0.7273,FALSE,1e+09,1,0
4,1,6,8,12,6,6,2,3,2,37,0,0,0,0.5625,0,0,8.25,2,1,FALSE,1e+09,1,0
6,1,0,6,7,9,1,5,6,0.6,25,0,0,0,0.375,0,0,3,1,0.8333,FALSE,1e+09,1,0
5,2,0,6,9,6,5,1,3,0.9,75,0.2,5,0.8,0.416667,1,1,13,1,0.6,FALSE,1e+09,1,0
3,1,0,17,35,3,3,14,2,1.04167,491,0.083333,0,0,0.666667,0,0,158.667,4,2,FALSE,1e+09,1,0
3,6,0,4,9,3,1,3,3,2,23,0,0,0.989474,1,1,1,6.66667,1,0.6667,FALSE,1e+09,1,0
9,3,0,4,12,30,1,4,9,0.25,50,1,0,0.833333,0.555556,2,5,4.44444,1,0.7778,FALSE,1e+09,1,0
1,1,0,8,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
2,1,0,4,4,1,0,4,2,2,10,0,0,0,0.666667,0,0,4,1,0.5,FALSE,1e+09,1,0
4,1,0,3,7,0,2,1,4,0,22,1,1,0,0.625,0,0,4.25,1,0.75,FALSE,1e+09,1,0
16,4,0,14,30,106,7,7,14,0.866667,142,1,1,0.92268,0.241071,1,4,7.5625,5,1.25,FALSE,1e+09,1,0
23,2,0,19,33,217,4,18,23,0.636364,247,1,3,0.521739,0.241546,1,2,9.6087,2,1,FALSE,1e+09,1,0
3,1,0,2,7,3,0,2,3,2,13,0,0,0,0.833333,0,0,3.33333,1,0.6667,FALSE,1e+09,1,0
15,2,0,22,31,97,5,21,13,0.75,124,1,1,0.648649,0.192593,0,0,7.13333,2,0.9333,FALSE,1e+09,1,0
1,1,0,9,1,0,9,1,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
15,1,0,8,42,105,7,1,14,2,214,0,0,0,0.2,0,0,13.2667,4,2.4667,TRUE,1e+09,1,3
1,1,0,56,1,0,56,0,1,2,1,0,0,0,1,0,0,0,1,1,TRUE,1e+09,1,3
22,3,1,15,66,193,4,14,16,0.849206,318,1,1,0.716216,0.295455,1,3,13.1818,4,1.3636,FALSE,1e+09,1,0
5,3,0,7,16,4,1,7,4,0.5,57,1,1,0.84,0.533333,0,0,10.2,1,0.8,FALSE,1e+09,1,0
11,1,0,4,22,55,1,3,10,2,86,0,0,0,0.181818,0,0,6.81818,1,0.9091,TRUE,1e+09,1,3
7,3,0,16,27,19,4,12,7,2,105,0,0,0.814815,0.371429,0,0,14,4,1.4286,TRUE,1e+09,1,3
14,2,0,9,18,91,4,6,11,2,71,0,0,0.76,0.339286,1,3,4.07143,1,0.8571,FALSE,1e+09,1,0
3,5,0,5,12,1,1,4,3,0,38,1,0,0.95,0.666667,0,0,11.3333,1,0.3333,TRUE,1e+09,1,3
14,3,0,7,25,59,1,6,12,0.815385,131,1,1,0.5,0.338462,1,2,8,4,1,FALSE,1e+09,1,0
4,1,0,1,8,6,0,1,4,2,36,0,0,0,0.875,0,0,8,2,1,FALSE,1e+09,1,0
3,1,9,9,4,1,9,0,3,0.5,14,1,0,0,0.666667,0,0,3.33333,1,0.6667,FALSE,1e+09,1,0
7,3,0,8,13,19,2,7,5,0.5,59,1,0,0.875,0.464286,1,1,7.28571,2,0.8571,FALSE,1e+09,1,0
6,1,0,8,14,13,1,7,6,0.4,54,1,0,0,0.433333,0,0,7.83333,2,1,FALSE,1e+09,1,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
7,1,0,3,12,9,1,2,7,0,59,1,1,0,0.5,0,0,7.28571,1,0.8571,FALSE,1e+09,1,0
5,1,0,15,35,4,1,14,3,0.25,148,1,0,0.5,0.5,0,0,28.4,1,0.6,FALSE,1e+09,1,0
3,1,0,13,3,3,11,2,3,2,3,0,0,0,0.833333,0,0,0,1,1,FALSE,1e+09,1,0
2,1,0,12,2,1,11,1,2,2,2,0,0,0,0.75,0,0,0,1,1,FALSE,1e+09,1,0
12,0,0,8,26,48,0,8,12,0.840909,126,1,3,0,0.388889,0,0,9.16667,5,1.25,FALSE,1e+09,1,0
7,1,0,5,9,21,0,5,6,2,44,0,0,0,0.857143,0,0,5.28571,1,0.8571,FALSE,1e+09,1,0
2,4,0,2,6,0,1,1,2,0,20,1,0,0.944444,0.75,0,0,8.5,1,0.5,FALSE,1e+09,1,0
11,3,0,8,22,27,2,6,7,0.633333,98,1,0,0.771429,0.283333,1,4,7.63636,3,1.0909,FALSE,1e+09,1,0
6,4,0,6,17,0,1,5,4,0.4,85,1,1,0.861111,0.4,1,2,12.8333,1,0.8333,TRUE,1e+09,1,3
6,3,0,12,23,7,2,11,4,0.666667,90,1,1,0.967033,0.44,0,0,13.5,1,0.5,FALSE,1e+09,1,0
3,0,0,1,20,3,1,0,2,2,106,0,0,0,0.777778,0,0,34.3333,9,3.6667,FALSE,1e+09,1,0
3,1,0,3,16,1,1,2,1,0.5,60,1,0,0,0.5,0,0,18.6667,3,1,FALSE,1e+09,1,0
3,4,0,7,5,3,4,3,3,2,12,0,0,0.98895,0.666667,1,2,3,1,0.6667,TRUE,1e+09,1,3
13,2,1,6,30,0,5,1,13,0.291667,201,1,0,0.5,0.384615,0,0,14.3077,1,0.6923,FALSE,1e+09,1,0
13,3,3,11,19,62,3,8,13,0.638889,95,1,1,0.93617,0.346154,1,3,6.07692,3,1.1538,FALSE,1e+09,1,0
3,1,0,5,5,0,1,4,3,0,24,1,0,0,1,0,0,6.66667,1,0.6667,FALSE,1e+09,1,0
35,1,0,172,35,595,162,14,35,2,35,0,0,0,0.147619,0,0,0,1,1,TRUE,1e+09,1,3
23,4,1,23,39,205,10,18,23,0.840909,185,1,3,0.58,0.152174,1,1,6.78261,3,1.087,FALSE,1e+09,1,0
29,3,0,28,85,296,9,24,13,0.914835,713,0.692308,6,0.413043,0.167582,1,1,23.1379,12,2.1379,TRUE,1e+09,1,3
3,5,1,5,10,0,3,2,3,0.75,33,1,1,0.944444,0.583333,0,0,9.33333,1,0.3333,TRUE,1e+09,1,3
5,0,1,9,20,0,3,6,3,0,73,1,0,0,0.5,0,0,13.4,1,0.8,FALSE,1e+09,1,0
7,1,0,2,12,9,2,0,7,0.333333,47,1,0,0,0.47619,0,0,5.42857,1,0.7143,FALSE,1e+09,1,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,FALSE,1e+09,1,0
3,5,0,5,9,0,4,1,3,0,44,1,0,0.944444,0.666667,0,0,13.3333,1,0.3333,TRUE,1e+09,1,3
3,5,0,4,10,0,1,3,3,0.5,37,1,0,0.904762,0.5,0,0,10.6667,1,0.6667,FALSE,1e+09,1,0
9,3,0,5,18,14,1,5,9,0.75,94,1,1,0.956522,0.333333,1,3,9.11111,4,1.3333,FALSE,1e+09,1,0
42,3,0,31,84,779,14,19,39,0.868902,427,1,5,0.818605,0.093915,1,3,8.97619,4,1.1429,FALSE,1e+09,1,0
18,1,0,13,33,131,9,6,16,0.882353,144,1,1,0,0.235294,0,0,6.66667,2,1.1111,FALSE,1e+09,1,0
7,3,0,8,23,19,0,8,7,0.5,118,1,0,0.9,0.342857,0,0,15.7143,4,1.5714,FALSE,1e+09,1,0
14,0,1,16,54,73,3,14,5,0.833333,352,1,2,0,0.232143,0,0,23.7143,5,1.2143,FALSE,1e+09,1,0
45,2,0,13,73,878,5,8,45,0.5,351,1,0,0.333333,0.261111,1,2,6.75556,1,0.9778,TRUE,1e+09,1,3
2,1,0,8,13,1,0,8,1,2,152,0,0,0,0.5,0,0,75,17,8.5,TRUE,1e+09,1,3
4,1,0,6,20,0,2,4,2,0.333333,121,1,0,0,0.555556,0,0,29,1,0.5,FALSE,1e+09,1,0
4,3,3,9,17,6,4,6,3,2,116,0,0,0.863636,0.5625,0,0,28,4,1.5,FALSE,1e+09,1,0
4,1,1,1,9,0,1,0,4,0,27,1,0,0,1,0,0,5.5,1,0.75,FALSE,1e+09,1,0
7,0,0,9,22,21,1,8,1,2,141,0,0,0,0.5,0,0,19.1429,10,2.4286,FALSE,1e+09,1,0
9,3,1,11,23,8,5,8,7,0.458333,127,1,1,0.931034,0.375,0,0,12.7778,2,0.6667,FALSE,1e+09,1,0
7,3,0,12,28,0,1,12,2,0.633333,227,0.8,1,0.807692,0.333333,1,1,30.7143,3,1,FALSE,1e+09,1,0
63,3,1,30,147,1929,6,28,57,0.788306,692,1,4,0.37234,0.084485,2,4,9.85714,5,1.0476,FALSE,1e+09,1,0
6,2,0,6,13,3,1,5,6,0.2,58,1,0,0.333333,0.5,0,0,8.5,2,0.8333,FALSE,1e+09,1,0
6,0,0,8,23,0,1,7,1,0.7,100,1,0,0,0.366667,0,0,15,4,1.1667,FALSE,1e+09,1,0
9,3,0,9,20,26,1,9,6,0.84375,81,0.75,0,0.853659,0.325,1,1,7.55556,2,0.7778,FALSE,1e+09,1,0
3,1,0,4,7,0,1,3,3,0,31,1,0,0,0.583333,0,0,9,1,0.6667,FALSE,1e+09,1,0
9,1,0,10,18,28,3,10,7,0.8125,61,1,1,0,0.232143,0,0,5.55556,1,0.7778,TRUE,1e+09,1,3
7,3,2,14,39,5,2,12,0,0.5,187,1,1,0.777778,0.357143,1,1,25.4286,10,2.1429,FALSE,1e+09,1,0
2,5,0,3,7,0,1,2,2,0,21,1,0,0.95,0.666667,0,0,9,1,0.5,FALSE,1e+09,1,0
10,2,19,29,22,17,20,9,7,0.777778,99,1,4,0.608696,0.28,1,1,8.5,2,1.2,TRUE,1e+09,1,3
10,2,0,8,11,39,3,7,10,0.740741,62,1,3,0.785714,0.3,1,20,4.9,1,0.9,FALSE,1e+09,1,0
6,3,0,7,22,3,1,7,5,0.2,82,1,1,0.897436,0.3,1,1,12.5,1,0.6667,FALSE,1e+09,1,0
9,3,0,13,26,34,0,13,5,0.875,95,1,1,0.833333,0.333333,1,2,9.33333,2,0.8889,FALSE,1e+09,1,0
11,1,0,6,14,35,2,4,11,0.7,82,1,3,0,0.327273,0,0,6.18182,3,1.0909,FALSE,1e+09,1,0
7,1,0,8,38,19,3,5,2,0.888889,185,1,0,0,0.253968,0,0,25,3,1.2857,TRUE,1e+09,1,3
14,3,0,8,29,49,3,6,13,0.461538,122,1,0,0.744681,0.321429,2,8,7.64286,2,1.1429,FALSE,1e+09,1,0
11,1,0,4,20,43,1,3,10,0.1,124,1,1,0,0.363636,0,0,10.1818,3,1.2727,FALSE,1e+09,1,0
4,1,0,6,13,6,2,4,3,2,77,0,0,0,0.5,0,0,18.25,4,2.75,TRUE,1e+09,1,3
35,1,0,13,65,475,5,9,30,0.911765,537,1,0,0,0.271429,0,0,13.9429,14,1.8571,FALSE,1e+09,1,0
1,1,0,0,2,0,0,0,0,2,24,0,0,0,1,0,0,3,0,0,FALSE,1e+09,1,0
11,5,1,10,20,37,6,4,11,0.5,117,1,1,0.957447,0.363636,1,3,9.45454,3,1.0909,FALSE,1e+09,1,0
4,1,0,7,7,6,2,5,4,2,18,0,0,0,0.5,0,0,3.5,1,0.75,FALSE,1e+09,1,0
6,3,0,18,37,3,1,18,3,0.65,146,1,1,0.851852,0.333333,1,1,22.6667,2,0.8333,FALSE,1e+09,1,0
2,3,0,3,4,1,0,3,2,2,11,0,0,1,0.833333,0,0,4.5,0,0,FALSE,1e+09,1,0
2,5,0,2,5,1,0,2,1,2,15,0,0,0.97561,0.625,1,1,6.5,1,0.5,FALSE,1e+09,1,0
3,1,0,3,8,0,1,2,3,0.5,29,0,0,0,0.666667,0,0,8,1,0.6667,FALSE,1e+09,1,0
6,1,0,4,12,15,0,4,5,2,29,0,0,0,0.25,0,0,3.83333,1,0.8333,FALSE,1e+09,1,0
2,0,0,5,8,1,1,4,2,2,50,0,0,0,0.75,0,0,24,1,0.5,FALSE,1e+09,1,0
29,1,0,16,72,386,12,5,26,0.821429,403,1,1,0,0.100649,0,0,12.8276,3,1.1034,TRUE,1e+09,1,3
21,4,0,19,52,160,5,19,13,0.8625,287,1,4,0.648148,0.166667,1,2,12.2857,5,1.6667,FALSE,1e+09,1,0
5,1,0,4,11,0,2,2,5,0,43,1,1,0,0.6,0,0,7.4,1,0.8,FALSE,1e+09,1,0
